Ngày,Cá nhân trong nước,,,,,,Cá nhân nước ngoài,,,,,,Tổ chức trong nước,,,,,,Tổ chức nước ngoài,,,,,,Cá nhân trong nước (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức trong nước (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân trong nước (Ròng),,,,Cá nhân nước ngoài (Ròng),,,,Tổ chức trong nước (Ròng),,,,Tổ chức nước ngoài (Ròng),,,
,Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND)
17-11-2016,95224474,1431660894.0,87729234,1506710069.0,7495240,-75049175.0,284400,5848598.0,172870,5727618.0,111530,120980.0,4250060,173491156.0,5540290,110472668.0,-1290230,63018488.0,4956220,377116619.0,14069640,499806796.0,-9113420,-122690177.0,87618930,1227625108.0,79505690,1155530380.0,4641139,60068675.0,3766859,54282964.0,276740,5457895.0,163370,4961568.0,0,0.0,0,0.0,2252440,51255283.0,4393710,87501797.0,1047000,14956500.0,1041280,17981211.0,2711540,150694463.0,10746650,237890276.0,2162990,222751520.0,3322990,261916520.0,8113240,72094728.0,874280,5785711.0,113370,496327.0,0,0.0,-2141270,-36246514.0,5720,-3024711.0,-8035110,-87195813.0,-1160000,-39165000.0
16-11-2016,86328231,1531367425.0,93176951,1652644496.0,-6848720,-121277071.0,263870,8200280.0,138640,6256431.0,125230,1943849.0,4253480,139258626.0,3354390,78921117.0,899090,60337509.0,4270310,262919342.0,5964990,257063438.0,-1694680,5855904.0,76665810,1199129917.0,81767550,1199167450.0,5574211,79535087.0,6439261,107327681.0,249220,7440194.0,133610,5695076.0,0,0.0,0,0.0,3033690,65998461.0,2676510,71173623.0,700000,16100000.0,659820,6107103.0,3306590,217153896.0,5263500,216588041.0,876360,42220094.0,701490,40475397.0,-5101740,-37533.0,-865050,-27792594.0,115610,1745118.0,0,0.0,357180,-5175162.0,40180,9992897.0,-1956910,565855.0,174870,1744697.0
15-11-2016,89315672,1757622814.0,97073372,1744113839.0,-7757700,13508975.0,693930,17410004.0,288090,5703863.0,405840,11706141.0,1682240,99131033.0,3136280,55805443.0,-1454040,43325590.0,6425859,213981534.0,9574969,366452934.0,-3149110,-152471400.0,78232250,1347763337.0,85609470,1272696504.0,7552772,147329000.0,7185372,144821052.0,500560,15717787.0,288090,5703863.0,150000,904500.0,0,0.0,1171450,40193805.0,2595110,50594804.0,0,0.0,517400,3412448.0,2093790,108796827.0,5244500,261326627.0,4330469,105126307.0,4330469,105126307.0,-7377220,75066833.0,367400,2507948.0,212470,10013924.0,150000,904500.0,-1423660,-10400999.0,-517400,-3412448.0,-3150710,-152529800.0,0,0.0
14-11-2016,92265110,1830007187.0,85117509,1718317694.0,7147601,111689493.0,277830,8411017.0,207400,7945969.0,70430,465048.0,3368389,163987537.0,4244320,65498801.0,-875931,98488736.0,6929230,237742897.0,19402060,512604229.0,-12472830,-274861332.0,84973900,1559187954.0,76283490,1316569558.0,4155560,61422480.0,3839899,61997762.0,267980,7501053.0,201300,7345439.0,0,0.0,0,0.0,1705970,48328713.0,2577670,36546525.0,796529,15499286.0,1612190,25418504.0,3394890,133649797.0,16611320,421609160.0,3260740,100109569.0,2790740,90995069.0,8690410,242618396.0,315661,-575282.0,66680,155614.0,0,0.0,-871700,11782188.0,-815661,-9919218.0,-13216430,-287959363.0,470000,9114500.0
11-11-2016,83571920,1210055421.0,77098400,1340699070.0,6473520,-130643649.0,552710,14441453.0,559480,8682263.0,-6770,5759190.0,5565380,201801078.0,10663160,88595606.0,-5097780,113205472.0,4493253,200051934.0,8810493,283533051.0,-4317240,-83481117.0,71717400,1060658145.0,69490120,1022217957.0,2489530,25407074.0,3854030,64681174.0,541050,13811073.0,557480,8464863.0,0,0.0,0,0.0,1612670,48666100.0,2120610,43386240.0,2950000,50742500.0,1085500,6295900.0,2391510,127436645.0,6208750,205745262.0,2101743,72615289.0,2601743,77787789.0,2227280,38440188.0,-1364500,-39274100.0,-16430,5346210.0,0,0.0,-507940,5279860.0,1864500,44446600.0,-3817240,-78308617.0,-500000,-5172500.0
10-11-2016,86229297,1572392545.0,84737817,1544392974.0,1491480,27999571.0,829940,22189658.0,410670,9650585.0,419270,12539073.0,3249440,109793160.0,6469200,106888149.0,-3219760,2905011.0,6077169,268381826.0,10059119,366691357.0,-3981950,-98309531.0,76655530,1397899023.0,76022790,1313113028.0,7133247,65770892.0,5195267,45486579.0,826940,21896408.0,407370,9316385.0,0,0.0,0,0.0,2265270,46268402.0,2893410,68588239.0,426720,8961120.0,3564700,37595433.0,2836010,129813533.0,6817960,228123063.0,3241159,138568294.0,3241159,138568294.0,632740,84785995.0,1937980,20284313.0,419570,12580023.0,0,0.0,-628140,-22319837.0,-3137980,-28634313.0,-3981950,-98309530.0,0,0.0
09-11-2016,105843730,2255943108.0,112883640,2396342239.0,-7039910,-140399131.0,424840,9478647.0,1247810,29677818.0,-822970,-20199171.0,4114770,136444280.0,5565230,139469561.0,-1450460,-3025281.0,6459010,334808516.0,5325960,230443478.0,1133050,104365038.0,93725510,1985289342.0,100827570,2098352069.0,7464480,67491520.0,7870580,69385337.0,402340,7916147.0,1035750,28364556.0,0,0.0,0,0.0,3762070,108990698.0,3810460,129171211.0,20000,898000.0,1707900,9513003.0,5394590,287298592.0,4273010,183318040.0,1051950,47108013.0,1051950,47108013.0,-7102060,-113062727.0,-406100,-1893817.0,-633410,-20448409.0,0,0.0,-48390,-20180513.0,-1687900,-8615003.0,1121580,103980552.0,0,0.0
08-11-2016,62351910,1293065162.0,64613580,1402319546.0,-2261670,-109254384.0,437070,9948070.0,272260,9128734.0,164810,819336.0,1369210,56504856.0,7726790,83863982.0,-6357580,-27359126.0,5870790,188626733.0,4377630,126440694.0,1493160,62186039.0,49557220,939244883.0,57429180,1069025840.0,9904310,206947227.0,4021750,160913070.0,431570,9417070.0,272160,9118634.0,0,0.0,0,0.0,1122060,32168541.0,2125620,42830513.0,0,0.0,5381560,32952657.0,3832440,135260222.0,2559280,80728183.0,1818350,45712511.0,1818350,45712511.0,-7871960,-129780957.0,5882560,46034157.0,159410,298436.0,0,0.0,-1003560,-10661972.0,-5381560,-32952657.0,1273160,54532039.0,0,0.0
07-11-2016,65811430,1214188494.0,64772770,1239987396.0,1038660,-25798902.0,245140,7728173.0,261770,7308406.0,-16630,419767.0,2630440,73399222.0,10916200,113125851.0,-8285760,-39726629.0,4846210,166275611.0,3386270,187554590.0,1459940,-21278979.0,53310530,1009464119.0,59450290,1035293747.0,10715600,93048538.0,2929600,49225878.0,243830,7602795.0,259770,7115806.0,0,0.0,0,0.0,2262080,38116619.0,2920540,65475930.0,0,0.0,7956000,44757660.0,4703850,158512508.0,3323900,180189269.0,62370,7365321.0,62370,7365321.0,-6139760,-25829628.0,7786000,43822660.0,-15940,486989.0,0,0.0,-658460,-27359311.0,-7956000,-44757660.0,1379950,-21676761.0,0,0.0
04-11-2016,61117040,1055125278.0,65201360,1168766499.0,-4084320,-113641221.0,301030,6136330.0,128930,2494191.0,172100,3642139.0,1163370,63583125.0,3928470,26417472.0,-2765100,37165653.0,3053921,207955834.0,2908251,189595342.0,145670,18360492.0,51151990,832329991.0,57181750,929591669.0,6573000,37164800.0,4164000,23489100.0,278530,5817030.0,123430,2032341.0,0,0.0,0,0.0,818680,32774969.0,251960,5511135.0,0,0.0,3666000,19979700.0,2148240,109956036.0,2002570,91595544.0,905681,97999798.0,905681,97999798.0,-6029760,-97261678.0,2409000,13675700.0,155100,3784689.0,0,0.0,566720,27263834.0,-3666000,-19979700.0,145670,18360492.0,0,0.0
03-11-2016,84042345,1407743634.0,98888242,1761885186.0,-14845897,-354141552.0,417330,7626409.0,371260,8657013.0,46070,-1030604.0,9025710,254407008.0,5801440,89103586.0,3224270,165303422.0,5968290,262927379.0,5169640,201048429.0,798650,61878950.0,77306200,1257540767.0,93887680,1561475701.0,4466515,39729913.0,2243222,50599376.0,406590,7572876.0,361260,7715013.0,0,0.0,0,0.0,8199300,201420767.0,2022960,64572742.0,397840,18898898.0,3770000,23760600.0,4468280,198040319.0,3674640,136186419.0,1495000,64862010.0,1495000,64862010.0,-16581480,-303934934.0,2223293,-10869463.0,45330,-142137.0,0,0.0,6176340,136848025.0,-3372160,-4861702.0,793640,61853900.0,0,0.0
02-11-2016,100404502,1681479010.0,102168782,1737216491.0,-1764280,-55737481.0,267270,4799834.0,376720,9087464.0,-109450,-4287630.0,2530010,94895336.0,6726520,126764402.0,-4196510,-31869066.0,6197140,236617039.0,11031390,258181463.0,-4834250,-21564424.0,88078760,1252639343.0,93020110,1327049684.0,10012422,311011821.0,5815502,223054385.0,267270,4799834.0,314220,3938114.0,0,0.0,50000,4300000.0,2055920,57797023.0,2429050,37356056.0,0,0.0,4293920,89247536.0,4222490,150252313.0,9139560,176282967.0,1941830,86198496.0,1891830,81898496.0,-4941350,-74410341.0,4196920,87957436.0,-46950,861720.0,-50000,-4300000.0,-373130,20440967.0,-4293920,-89247536.0,-4917070,-26030654.0,50000,4300000.0
01-11-2016,84446870,1297818131.0,91265720,1409302978.0,-6818850,-111484847.0,560980,8990232.0,263340,5856980.0,297640,3133252.0,3403680,114123946.0,3902390,89562065.0,-498710,24561881.0,3887610,160233557.0,3912800,141594998.0,-25190,18638559.0,69782630,1039047311.0,75225120,1096561455.0,11013050,109124075.0,11403050,110575075.0,495280,8600811.0,256320,5439539.0,0,0.0,0,0.0,1687870,47157956.0,2139090,46451460.0,1300000,39585000.0,1760000,42894000.0,2939700,96676582.0,2963890,78020723.0,947910,63556975.0,947910,63556975.0,-5442490,-57514144.0,-390000,-1451000.0,238960,3161272.0,0,0.0,-451220,706496.0,-460000,-3309000.0,-24190,18655859.0,0,0.0
31-10-2016,89213485,1421145304.0,94396015,1563749497.0,-5182530,-142604193.0,307950,8308662.0,486080,7363333.0,-178130,945329.0,5901690,117598627.0,4180520,81651086.0,1721170,35947541.0,10101757,350167809.0,11095337,294768813.0,-993580,55398996.0,83648010,1242550865.0,83988440,1270480427.0,1247125,18513627.0,5727125,110004627.0,307740,8291454.0,484280,7310083.0,0,0.0,0,0.0,2116400,36965774.0,1877560,38020272.0,3650000,69760000.0,2270000,43154000.0,4226800,181626858.0,8020380,185307862.0,5874957,168540951.0,3074957,109460951.0,-340430,-27929562.0,-4480000,-91491000.0,-176540,981371.0,0,0.0,238840,-1054498.0,1380000,26606000.0,-3793580,-3681004.0,2800000,59080000.0
28-10-2016,80653590,1423636244.0,83023190,1506743456.0,-2369600,-83107212.0,885990,11076935.0,238590,4176266.0,647400,6900669.0,3327700,87575326.0,4905040,112649246.0,-1577340,-25073920.0,8995090,327925919.0,8028000,247249526.0,967090,80676393.0,71387890,1166427067.0,74773620,1248994856.0,5946590,122219179.0,4896980,106361503.0,881770,10766061.0,226790,3839610.0,0,0.0,0,0.0,2875510,67207692.0,2713370,73633145.0,277890,6379074.0,2027500,34464250.0,3987850,177245379.0,3720760,108796486.0,5007240,150680540.0,4307240,138453040.0,-3385730,-82567789.0,1049610,15857676.0,654980,6926451.0,0,0.0,162140,-6425453.0,-1749610,-28085176.0,267090,68448893.0,700000,12227500.0
27-10-2016,59522350,1121248477.0,61558920,1216303770.0,-2036570,-95055293.0,153310,4386819.0,186880,5421646.0,-33570,-1034827.0,4375250,174024033.0,4515950,127432221.0,-140700,46591812.0,3364972,142771264.0,5188722,161524489.0,-1823750,-18753225.0,52706180,902436881.0,53947470,903077368.0,2788880,37496000.0,2354790,39392003.0,151810,4277319.0,184380,5322496.0,0,0.0,0,0.0,1461530,39418119.0,1997990,60229548.0,2009990,66651543.0,2444080,64755540.0,2825490,109458860.0,4669800,128893509.0,518922,32630980.0,518922,32630980.0,-1241290,-640487.0,434090,-1896003.0,-32570,-1045177.0,0,0.0,-536460,-20811429.0,-434090,1896003.0,-1844310,-19434649.0,0,0.0
26-10-2016,69819770,1090359142.0,76925320,1236695515.0,-7105550,-146336373.0,626660,6044351.0,128460,2564213.0,498200,3480138.0,2271700,78628284.0,1718600,50938602.0,553100,27689682.0,3673506,194531115.0,4563376,188075471.0,-889870,6455644.0,62449130,890293947.0,68182070,979078458.0,3347990,58324035.0,3457990,65374035.0,612390,5652297.0,109460,2020832.0,0,0.0,0,0.0,1771470,55829095.0,1467970,45779665.0,290000,12180000.0,214960,3991016.0,2801390,100801848.0,3406220,88847220.0,872116,93729267.0,1157156,99228251.0,-5732940,-88784511.0,-110000,-7050000.0,502930,3631465.0,0,0.0,303500,10049430.0,75040,8188984.0,-604830,11954628.0,-285040,-5498984.0
25-10-2016,90079235,1591855907.0,94225664,1647250057.0,-4146429,-55394150.0,349290,10384967.0,233860,7772321.0,115430,2612646.0,5415979,149472959.0,2707350,78950991.0,2708629,70521968.0,4995370,212482689.0,8491950,220397363.0,-3496580,-7914674.0,76150370,1229904088.0,81211900,1324437665.0,9911065,247622934.0,8610844,194165711.0,324440,8938812.0,226860,7550921.0,0,0.0,0,0.0,4030940,92317082.0,2199510,68778638.0,1330569,54231747.0,440120,7971452.0,4156940,180633047.0,7769640,190870473.0,832430,31693342.0,722310,29526890.0,-5061530,-94533577.0,1300221,53457223.0,97580,1387891.0,0,0.0,1831430,23538444.0,890449,46260295.0,-3612700,-10237426.0,110120,2166452.0
24-10-2016,86619078,1570415169.0,95448559,1968647782.0,-8829481,-398232613.0,388240,12845800.0,327340,8624761.0,60900,4221039.0,10520231,435371621.0,11635690,133100871.0,-1115459,302270750.0,5307580,209764159.0,4504260,246296846.0,803320,-36532687.0,67826900,1281505114.0,70726960,1321427559.0,15742618,165677766.0,20601449,487355499.0,384130,12684905.0,276790,6989586.0,0,0.0,0,0.0,2415860,87051538.0,1605200,50772659.0,8088831,347819733.0,10000000,81500000.0,3993440,147781391.0,3190280,184317830.0,1313980,61979016.0,1313980,61979016.0,-2900060,-39922445.0,-4858831,-321677733.0,107340,5695319.0,0,0.0,810660,36278879.0,-1911169,266319733.0,803160,-36536439.0,0,0.0
21-10-2016,90961879,1785605446.0,103986246,1905811674.0,-13024367,-120206228.0,881870,11040770.0,647320,12258101.0,234550,-1217331.0,4099160,119195110.0,5718640,99206826.0,-1619480,19988284.0,6448730,174465918.0,4738270,181956326.0,1710460,-7490408.0,72664740,1198204839.0,77755700,1244921963.0,12257899,400971515.0,20378616,480076913.0,859720,10209519.0,624430,11641752.0,0,0.0,0,0.0,2638440,79863080.0,4628410,89089614.0,1350000,33750000.0,1005180,7258488.0,3568630,111082187.0,4136090,133735823.0,2601980,58657403.0,601980,48213403.0,-5090960,-46717124.0,-8120717,-79105398.0,235290,-1432233.0,0,0.0,-1989970,-9226534.0,344820,26491512.0,-567460,-22653636.0,2000000,10444000.0
20-10-2016,85126720,1381568842.0,97359909,1889677371.0,-12233189,-508108529.0,324110,8045288.0,228620,5130495.0,95490,2914793.0,14575009,553811920.0,3370840,69565005.0,11204169,484246915.0,4852516,208584360.0,6564676,243247852.0,-1712160,-34663492.0,78841000,1236225233.0,82674840,1356921160.0,3710590,59695180.0,12578449,460714117.0,322110,7923988.0,223180,4821895.0,0,0.0,0,0.0,5228570,156330185.0,2815820,58802443.0,9299859,395183937.0,500000,9125000.0,3139660,117906579.0,4871820,153291071.0,1692856,89956781.0,1692856,89956781.0,-3833840,-120695927.0,-8867859,-401018937.0,98930,3102093.0,0,0.0,2412750,97527742.0,8799859,386058937.0,-1732160,-35384492.0,0,0.0
19-10-2016,94929981,1682090515.0,115277321,2530569440.0,-20347340,-848478925.0,614980,9755290.0,261550,7411747.0,353430,2343543.0,24241850,962775644.0,9406330,257266302.0,14835520,705509342.0,6623370,263003160.0,5740590,191392965.0,882780,71610195.0,88923670,1499290401.0,90452510,1527376614.0,2431421,60850204.0,21136471,872492004.0,599830,9145800.0,254150,7151437.0,0,0.0,0,0.0,3646660,98674615.0,7466160,203813681.0,20560730,862116576.0,1855680,50474776.0,5177560,180768092.0,4299780,109338397.0,1440810,82054569.0,1440810,82054569.0,-1528840,-28086213.0,-18705050,-811641800.0,345680,1994363.0,0,0.0,-3819500,-105139066.0,18705050,811641800.0,877780,71429695.0,0,0.0
18-10-2016,84908370,1253808039.0,105217950,2029198178.0,-20309580,-775390139.0,292860,8702630.0,210120,5283120.0,82740,3419510.0,21747570,778649254.0,2000430,56119140.0,19747140,722530114.0,8066500,280574355.0,9016200,238913886.0,-949700,41660469.0,79347420,1125013475.0,78902870,1199689408.0,2526660,30210840.0,23397480,735980804.0,273680,7961924.0,207720,5150640.0,0,0.0,0,0.0,2305820,71442536.0,1673380,46793166.0,19412260,705717841.0,300000,8130000.0,5258950,211803231.0,8136190,181570227.0,2638570,65525782.0,880010,57343659.0,444550,-74675933.0,-20870820,-705769964.0,65960,2811284.0,0,0.0,632440,24649370.0,19112260,697587841.0,-2877240,30233004.0,1758560,8182123.0
17-10-2016,85019728,1402723959.1,84980968,1383566402.6,38760,19157556.5,429190,8725579.0,284540,5936499.7,144650,2789079.3,5328860,92159492.0,5635660,118964874.9,-306800,-26805382.9,4724220,140107196.3,7944070,197806816.0,-3219850,-57699619.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
14-10-2016,108932185,2005114681.6,111852010,1861982092.4,-2919825,143132589.2,648020,9688357.2,275940,5617436.1,372080,4070921.1,5619130,141147870.7,14330895,623615859.5,-8711765,-482467988.8,16094293,569600029.12,8293013,240842015.72,7801280,328758013.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
13-10-2016,95609790,1524875442.3,103385960,1737042416.3,-7776170,-212166974.0,280890,7142481.7,369240,6114531.4,-88350,1027950.3,6438460,255682693.0,2011860,49685081.0,4426600,205997612.0,6966520,210648874.4,7262930,243626819.4,-296410,-32977945.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
12-10-2016,89089120,1409224127.9,94394170,1465824673.2,-5305050,-56600545.3,527980,13646591.3,168780,3893556.7,359200,9753034.6,1801520,55512796.7,2639540,99685331.2,-838020,-44172534.5,4822430,210880777.8,3594690,146332002.6,1227740,64548775.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
11-10-2016,102426930,1925392361.0,113372796,2309849075.7,-10945866,-384456714.7,429310,13429560.1,355540,10045162.1,73770,3384398.0,14481156,476567050.5,6920080,124955827.9,7561076,351611222.6,5362170,243671608.3,6299420,257668876.6,-937250,-13997268.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10-10-2016,100159220,1573212958.8,105204290,1731457343.7,-5045070,-158244384.9,604210,10205448.6,211250,7706763.2,392960,2498685.4,10887880,277201597.8,5806480,151376005.9,5081400,125825591.9,3017350,140585827.7,7702850,184158805.5,-4685500,-43572977.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
07-10-2016,101107980,1965758395.2,99354500,2107219925.6,1753480,-141461530.4,349120,5760748.7,414980,15599743.1,-65860,-9838994.4,4828730,175628691.9,1635600,62443753.3,3193130,113184938.6,4581620,197846108.8,13832800,244540935.0,-9251180,-46694826.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06-10-2016,112395390,1785685763.6,119811563,2263601757.3,-7416173,-477915993.7,1289240,29007604.9,800850,11296282.9,488390,17711322.0,12424043,461414983.2,5001060,135317174.5,7422983,326097808.7,5941360,250247252.0,11500480,231155852.3,-5559120,19091399.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05-10-2016,89411570,1556038889.3,93381860,1701167795.4,-3970290,-145128906.1,449470,15471579.8,524650,10083396.0,-75180,5388183.8,4351330,180303184.1,3957300,108995910.2,394030,71307273.9,7030740,191078041.5,7620810,217168570.4,-590070,-26090528.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
04-10-2016,91803856,2265332630.8,94610116,2395224248.8,-2806260,-129891618.0,473470,11347022.7,297030,9149363.2,176440,2197659.5,5581360,216519137.4,3877550,108333808.0,1703810,108185329.4,7632990,255670842.5,9404540,313466031.1,-1771550,-57795188.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
03-10-2016,93560540,1852844057.7,97018362,2103796090.0,-3457822,-250952032.3,482780,12438721.5,285650,13582796.0,197130,-1144074.5,12095843,471670625.5,4813011,110170064.9,7282832,361500560.6,3310448,164210712.8,9080048,325334029.8,-5769600,-161123317.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
30-09-2016,80797500,1777394124.0,89527230,2010951485.1,-8729730,-233557361.1,722380,9992196.0,530560,16982205.8,191820,-6990009.8,6934390,230353058.2,3888750,94718717.5,3045640,135634340.7,8078220,241044423.8,6301890,211282201.2,1776330,29762222.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
29-09-2016,83732086,1971740687.2,90311636,2216516128.0,-6579550,-244775440.8,425100,12242650.3,329260,10413167.0,95840,1829483.3,9448370,320184632.4,6049050,159397742.4,3399320,160786890.0,3724260,266116437.9,5258660,271255046.8,-1534400,-5138608.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
28-09-2016,93187988,1899624108.9,91107283,1850725156.6,2080705,48898952.3,751270,19864950.7,1054330,13617255.1,-303060,6247695.6,4225520,138985914.0,7604880,230461469.3,-3379360,-91475555.3,4177880,248849525.13,8881020,327171626.43,-4703140,-78322101.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
27-09-2016,94874825,1902079167.35,90180675,1802581279.65,4694150,99497887.7,375520,8081549.0,460750,9838956.3,-85230,-1757407.3,13445260,181084645.1,16912340,224368067.7,-3467080,-43283422.6,3895140,164994055.99,10421070,305029328.99,-6525930,-140035273.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
